GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationReportProto,2592,0,463,0,591,0,324,0,83,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.LocalResourceProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.LocalResourceTypeProto,101,0,6,0,23,0,13,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.StrictPreemptionContractProto.Builder,586,0,68,0,163,0,70,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationReportProto.Builder,2908,0,320,0,780,0,293,0,133,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerLaunchContextProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.StringLocalResourceMapProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.LocalResourceVisibilityProto,101,0,6,0,23,0,13,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.NodeReportProto.Builder,1482,0,162,0,397,0,154,0,73,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.URLProto.Builder,758,0,72,0,224,0,80,0,44,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.QueueInfoProto,1112,0,163,0,247,0,138,0,53,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationSubmissionContextProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.LocalResourceProto,964,0,150,0,222,0,124,0,46,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.YarnApplicationStateProto,171,0,11,0,33,0,18,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ResourceBlacklistRequestProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.QueueUserACLInfoProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerStatusProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerIdProto,643,0,87,0,153,0,85,0,40,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationIdProto,491,0,60,0,121,0,67,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.FinalApplicationStatusProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.QueueACLProto,87,0,5,0,21,0,12,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerLaunchContextProto,1020,0,116,0,220,0,119,0,58,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.QueueInfoProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.StrictPreemptionContractProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.StringStringMapProto.Builder,404,0,38,0,125,0,47,0,28,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},930,0,0,0,123,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerProto.Builder,1461,0,178,0,382,0,156,0,67,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.YarnApplicationStateProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.URLProto,925,0,141,0,231,0,119,0,46,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.AMCommandProto,87,0,5,0,21,0,12,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.QueueStateProto,87,0,5,0,21,0,12,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationAttemptIdProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationIdProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ResourceBlacklistRequestProto.Builder,476,0,38,0,137,0,55,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerStatusProto,760,0,110,0,182,0,99,0,42,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerStateProto,101,0,6,0,23,0,13,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.NodeStateProto,143,0,9,0,29,0,16,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.SerializedExceptionProto,825,0,120,0,207,0,106,0,44,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.NodeStateProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.NodeIdProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PreemptionMessageProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PriorityProto,397,0,41,0,103,0,55,0,34,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerExitStatusProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PreemptionMessageProto,552,0,68,0,136,0,73,0,38,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ResourceProto,489,0,60,0,121,0,67,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.QueueACLProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.LocalResourceProto.Builder,804,0,82,0,217,0,88,0,47,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerProto,1065,0,166,0,247,0,136,0,50,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.QueueStateProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerLaunchContextProto.Builder,2272,0,264,0,599,0,242,0,110,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationACLMapProto.Builder,344,0,32,0,104,0,42,0,26,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.StringStringMapProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.AMCommandProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.SerializedExceptionProto.Builder,784,0,82,0,225,0,84,0,43,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PreemptionResourceRequestProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerIdProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.StringStringMapProto,569,0,72,0,149,0,75,0,38,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.NodeIdProto,529,0,66,0,135,0,71,0,37,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PriorityProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ResourceRequestProto,868,0,131,0,203,0,113,0,45,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationResourceUsageReportProto,859,0,129,0,197,0,112,0,45,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationACLMapProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.LocalResourceTypeProto.new Internal.EnumLiteMap() {...},6,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerIdProto.Builder,666,0,76,0,178,0,76,0,38,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationAccessTypeProto,87,0,5,0,21,0,12,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PreemptionContainerProto,429,0,45,0,111,0,58,0,35,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PreemptionContractProto.Builder,1058,0,126,0,285,0,119,0,56,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.NodeReportProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerStatusProto.Builder,658,0,68,0,181,0,73,0,39,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PreemptionContractProto,551,0,52,0,131,0,69,0,42,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationSubmissionContextProto.Builder,1714,0,190,0,454,0,177,0,82,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationAttemptIdProto.Builder,428,0,46,0,119,0,52,0,29,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationACLMapProto,545,0,68,0,139,0,72,0,37,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.PreemptionContainerProto.Builder,358,0,40,0,102,0,45,0,25,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ApplicationResourceUsageReportProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.yarn.proto,YarnProtos.ContainerExitStatusProto,115,0,7,0,25,0,14,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.rule.base,BaseRuleProvider,54,0,2,0,13,0,4,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.rule.base,TajoConfValidationRule,156,0,20,0,31,0,13,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.rule.base,CheckHadoopRuntimeVersionRule,177,0,14,0,41,0,12,0,5,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.auth,UserRoleInfo,103,0,4,0,27,0,7,0,4,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,OffHeapRowBlockWriter,109,0,4,0,27,0,11,0,9,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,ResizableLimitSpec,298,0,34,0,52,0,29,0,12,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,UnSafeTuple,582,0,43,0,118,0,74,0,45,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,FixedSizeLimitSpec,11,0,0,0,4,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,OffHeapRowBlockReader,90,0,4,0,21,0,7,0,5,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,DirectBufTuple,25,0,0,0,7,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,UnSafeTupleBytesComparator,122,0,10,0,24,0,8,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,OffHeapRowBlockUtils,251,0,37,0,57,0,29,0,7,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,CompactRowBlockWriter,590,0,16,0,147,0,45,0,37,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,MemoryRowBlock,331,0,31,0,75,0,39,0,23,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,HeapRowBlockReader,74,0,2,0,19,0,6,0,5,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,OffHeapRowBlockUtils.TupleConverter,157,0,20,0,46,0,20,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,ZeroCopyTuple,14,0,0,0,5,0,4,0,4,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,OffHeapRowWriter,400,0,4,0,118,0,30,0,28,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,ResizableMemoryBlock,360,0,22,0,76,0,41,0,30,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,HeapTuple,493,0,35,0,97,0,65,0,40,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.tuple.memory,UnSafeTupleList,156,0,4,0,32,0,10,0,8,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf.ConfVars.VarType.new TajoConf.ConfVars.VarType() {...},4,6,0,0,0,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf.ConfVars.VarType.new TajoConf.ConfVars.VarType() {...},4,6,0,0,0,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf.ConfVars.VarType.new TajoConf.ConfVars.VarType() {...},4,6,0,0,0,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf.ConfVars.VarType.new TajoConf.ConfVars.VarType() {...},4,6,0,0,0,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf.ConfVars.VarType.new TajoConf.ConfVars.VarType() {...},1,6,0,0,0,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf.ConfVars.VarType,13,54,0,0,3,6,2,1,2,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf,885,66,135,5,181,17,126,5,54,4
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.conf,TajoConf.ConfVars,8,2039,0,0,3,229,3,12,3,12
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,ConstraintViolationException,58,0,6,0,16,0,6,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,MinValidator,169,9,33,1,32,4,20,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,AbstractValidator,60,3,8,0,15,1,6,1,2,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,JavaStringValidator,9,4,0,0,1,2,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,PathListValidator,65,3,8,0,15,1,7,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,ConstraintViolation,34,0,0,0,8,0,6,0,6,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,GroupValidator,12,9,1,1,4,4,4,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,NotNullValidator,12,3,2,0,6,1,4,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,MaxValidator,145,9,29,1,28,4,18,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,ClassValidator,37,3,4,0,14,1,5,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,RangeValidator,33,21,4,0,3,6,5,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,PatternValidator,43,7,6,0,12,3,6,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,LengthValidator,44,0,6,0,11,0,7,0,4,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,BooleanValidator,44,3,10,0,14,1,8,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,Validators,22,48,0,0,5,10,5,10,5,10
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,NetworkAddressValidator,148,11,22,0,36,4,14,1,3,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,ShellVariableValidator,13,0,0,0,3,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.validation,PathValidator,9,4,0,0,1,2,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.storage,BufferPool,192,0,28,0,48,0,29,0,15,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.storage,EmptyTuple,87,0,0,0,34,0,31,0,31,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.storage,NullTuple,107,0,2,0,38,0,35,0,34,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.storage,StorageConstants,19,0,0,0,8,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.storage,VTuple,326,0,18,0,67,0,48,0,39,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.util.graph,SimpleUndirectedGraph,99,0,10,0,27,0,15,0,10,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.util.graph,SimpleDirectedGraph.DepthString,12,0,0,0,4,0,1,0,1,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.util.graph,DirectedGraphCursor,87,0,6,0,19,0,11,0,8,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.util.graph,SimpleDirectedGraph.QueryGraphTopologyStringBuilder,28,0,0,0,5,0,3,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.util.graph,SimpleDirectedGraph,573,0,62,0,108,0,57,0,26,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.GetDelegationTokenResponseProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.GetDelegationTokenRequestProto,445,0,49,0,120,0,60,0,35,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.GetDelegationTokenResponseProto,441,0,49,0,115,0,60,0,35,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.RenewDelegationTokenResponseProto,407,0,43,0,106,0,56,0,34,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.CancelDelegationTokenResponseProto,303,0,22,0,85,0,43,0,32,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.CancelDelegationTokenRequestProto.Builder,369,0,44,0,106,0,47,0,25,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.RenewDelegationTokenRequestProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.TokenProto,789,0,118,0,197,0,103,0,42,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.RenewDelegationTokenResponseProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.CancelDelegationTokenResponseProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.GetDelegationTokenRequestProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.TokenProto.Builder,590,0,62,0,173,0,67,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.GetDelegationTokenRequestProto.Builder,267,0,26,0,86,0,35,0,22,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.CancelDelegationTokenResponseProto.Builder,111,0,10,0,40,0,21,0,16,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos,24,0,0,0,7,0,3,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.GetDelegationTokenResponseProto.Builder,367,0,44,0,105,0,47,0,25,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.RenewDelegationTokenRequestProto.Builder,369,0,44,0,106,0,47,0,25,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.RenewDelegationTokenResponseProto.Builder,195,0,18,0,62,0,29,0,20,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.TokenProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.RenewDelegationTokenRequestProto,446,0,49,0,117,0,60,0,35,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},149,0,0,0,31,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.CancelDelegationTokenRequestProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.hadoop.security.proto,SecurityProtos.CancelDelegationTokenRequestProto,446,0,49,0,117,0,60,0,35,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.QualifiedIdentifierProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.TypeElement,951,0,120,0,213,0,111,0,48,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.QualifiedIdentifierProto,446,0,41,0,112,0,58,0,37,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.TypeElement.Builder,1094,0,110,0,292,0,117,0,62,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.QualifiedIdentifierProto.Builder,601,0,72,0,166,0,72,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.Type.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.Type,154,717,61,0,68,65,66,2,7,2
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes,32,0,0,0,7,0,3,0,3,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.TypeElement.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.DataType.new AbstractParser() {...},7,3,0,0,1,1,1,1,1,1
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.IdentifierProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.TypeProto,446,0,41,0,112,0,58,0,37,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.IdentifierProto,546,0,70,0,141,0,73,0,37,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.TypeProto.Builder,601,0,72,0,166,0,72,0,36,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,Sleeper,35,0,4,0,11,0,4,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.DataType,655,82,105,3,155,23,90,7,34,7
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.new Descriptors.FileDescriptor.InternalDescriptorAssigner() {...},135,0,0,0,23,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.TypeProto.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.IdentifierProto.Builder,342,0,34,0,105,0,43,0,26,0
Apache Tajo :: Tests Coverage/tajo-common,org.apache.tajo.common,TajoDataTypes.DataType.Builder,385,104,39,7,109,31,51,6,28,6
